,w_star,method,function,N
10859,-0.0940241972,KDE,6,25
10860,-0.0720319762,Bayesian,6,25
10861,-0.052281231,Bagging,6,50
10862,-0.0476281337,MLE,6,50
10863,-0.0525564986,SAA,6,50
10864,-0.0673985225,KDE,6,50
10865,-0.04933759099999999,Bayesian,6,50
10866,-0.1104791109,Bagging,6,10
10867,-0.09329052310000001,MLE,6,10
10868,-0.1139956592,SAA,6,10
10869,-0.14397525460000002,KDE,6,10
10870,-0.1073110167,Bayesian,6,10
10871,-0.10184970539999999,Bagging,6,25
10872,-0.1789934493,MLE,6,25
10873,-0.1046776545,SAA,6,25
10874,-0.1176673476,KDE,6,25
10875,-0.09551661970000001,Bayesian,6,25
10876,-0.055132912199999995,Bagging,6,50
10877,-0.0577426653,MLE,6,50
10878,-0.057158428399999996,SAA,6,50
10879,-0.0711038669,KDE,6,50
10880,-0.061238990599999994,Bayesian,6,50
10881,-0.0754875816,Bagging,6,10
10882,-0.0986617643,MLE,6,10
10883,-0.077723541,SAA,6,10
10884,-0.0996337098,KDE,6,10
10885,-0.06448093889999999,Bayesian,6,10
10886,-0.0188950965,Bagging,6,25
10887,-0.018942743999999997,MLE,6,25
10888,-0.0182648302,SAA,6,25
10889,-0.0342009878,KDE,6,25
10890,-0.0219457472,Bayesian,6,25
10891,-0.0315491012,Bagging,6,50
10892,-0.0329808085,MLE,6,50
10893,-0.0338870492,SAA,6,50
10894,-0.045021993899999994,KDE,6,50
10895,-0.0283052721,Bayesian,6,50
10896,-0.11519726150000001,Bagging,6,10
10897,-0.12918972310000001,MLE,6,10
10898,-0.119473715,SAA,6,10
10899,-0.142052065,KDE,6,10
10900,-0.0984485943,Bayesian,6,10
10901,-0.0953249177,Bagging,6,25
10902,-0.1029786093,MLE,6,25
10903,-0.0956179734,SAA,6,25
10904,-0.1141677407,KDE,6,25
10905,-0.09352767140000001,Bayesian,6,25
10906,-0.10047912369999999,Bagging,6,50
10907,-0.09338069480000001,MLE,6,50
10908,-0.0982524042,SAA,6,50
10909,-0.1162617369,KDE,6,50
10910,-0.0889425164,Bayesian,6,50
10911,-0.0238556484,Bagging,6,10
10912,-0.0246259846,MLE,6,10
10913,-0.0233041116,SAA,6,10
10914,-0.0415926542,KDE,6,10
10915,-0.0358506935,Bayesian,6,10
10916,-0.0611692888,Bagging,6,25
10917,-0.1732083816,MLE,6,25
10918,-0.0607388527,SAA,6,25
10919,-0.0792306103,KDE,6,25
10920,-0.0627581585,Bayesian,6,25
10921,-0.014321653600000001,Bagging,6,50
10922,-0.021159658199999997,MLE,6,50
10923,-0.014251121799999999,SAA,6,50
10924,-0.0242352791,KDE,6,50
10925,-0.0156666614,Bayesian,6,50
10926,-0.01993521,Bagging,6,10
10927,0.0003962287,MLE,6,10
10928,-0.0238118881,SAA,6,10
10929,-0.0366209616,KDE,6,10
10930,-0.0361499491,Bayesian,6,10
10931,-0.0834161989,Bagging,6,25
10932,-0.0989893713,MLE,6,25
10933,-0.0860783183,SAA,6,25
10934,-0.09519311720000001,KDE,6,25
10935,-0.09477278800000001,Bayesian,6,25
10936,-0.0670775982,Bagging,6,50
10937,-0.06715569,MLE,6,50
10938,-0.066746499,SAA,6,50
10939,-0.0823499316,KDE,6,50
10940,-0.0610344843,Bayesian,6,50
10941,-0.0392899787,Bagging,6,10
10942,-0.0128534498,MLE,6,10
10943,-0.0548660612,SAA,6,10
10944,-0.0843557174,KDE,6,10
10945,-0.045398553200000004,Bayesian,6,10
10946,-0.0609867278,Bagging,6,25
10947,-0.020158061,MLE,6,25
10948,-0.060193743200000004,SAA,6,25
10949,-0.0705729341,KDE,6,25
10950,-0.0619445539,Bayesian,6,25
10951,-0.0741362799,Bagging,6,50
10952,-0.0883246988,MLE,6,50
10953,-0.0754639267,SAA,6,50
10954,-0.0875603061,KDE,6,50
10955,-0.0706122392,Bayesian,6,50
10956,-0.0662231106,True,6,10
10957,-0.0632063201,Bagging,7,10
10958,-0.0182432828,MLE,7,10
10959,-0.0341466447,SAA,7,10
10960,-0.0317265803,KDE,7,10
10961,0.0058200673,Bayesian,7,10
10962,-0.1257639543,Bagging,7,25
10963,-0.3163848834,MLE,7,25
10964,-0.08069532230000001,SAA,7,25
10965,-0.0721646843,KDE,7,25
10966,-0.10962658970000001,Bayesian,7,25
10967,-0.0339205581,Bagging,7,50
10968,-0.014300027199999999,MLE,7,50
10969,-0.0224829132,SAA,7,50
10970,-0.0219095763,KDE,7,50
10971,-0.029239353399999998,Bayesian,7,50
10972,-112966.706568175,Bagging,7,10
10973,-361493080.41,MLE,7,10
10974,-0.1400457319,SAA,7,10
10975,-0.1418505299,KDE,7,10
10976,-0.149576341,Bayesian,7,10
10977,-0.4841598787,Bagging,7,25
10978,-0.4224380194,MLE,7,25
10979,-0.3675937663,SAA,7,25
10980,-0.3711447084,KDE,7,25
10981,-0.3965973154,Bayesian,7,25
10982,0.12745392449999998,Bagging,7,50
10983,0.1361780039,MLE,7,50
10984,0.1332435989,SAA,7,50
10985,0.139802011,KDE,7,50
10986,0.1515746833,Bayesian,7,50
10987,0.0730252942,Bagging,7,10
10988,0.08186499230000001,MLE,7,10
10989,0.1344125477,SAA,7,10
10990,0.1361112173,KDE,7,10
10991,0.1247818644,Bayesian,7,10
10992,0.0913869771,Bagging,7,25
10993,0.2502784212,MLE,7,25
10994,0.09610033109999999,SAA,7,25
10995,0.0962956856,KDE,7,25
10996,0.1075079969,Bayesian,7,25
10997,-0.2722707715,Bagging,7,50
10998,-0.3013519591,MLE,7,50
10999,-0.2457723802,SAA,7,50
11000,-0.2453523534,KDE,7,50
11001,-0.2630910436,Bayesian,7,50
11002,-0.0204643541,Bagging,7,10
11003,0.1554775724,MLE,7,10
11004,0.0264944861,SAA,7,10
11005,0.028032313399999998,KDE,7,10
11006,0.0313040319,Bayesian,7,10
11007,-0.15852721820000001,Bagging,7,25
11008,-0.0794314384,MLE,7,25
11009,-0.1368303153,SAA,7,25
11010,-0.1467636959,KDE,7,25
11011,-0.1610375208,Bayesian,7,25
11012,-0.0051772898,Bagging,7,50
11013,0.06536105769999999,MLE,7,50
11014,0.0077187834,SAA,7,50
11015,0.006521059300000001,KDE,7,50
11016,0.010604218200000001,Bayesian,7,50
11017,0.0722201736,Bagging,7,10
11018,0.029878704,MLE,7,10
11019,0.0892453862,SAA,7,10
11020,0.0943761691,KDE,7,10
11021,0.0999424857,Bayesian,7,10
11022,0.1437614142,Bagging,7,25
11023,0.2425311987,MLE,7,25
11024,0.1610252808,SAA,7,25
11025,0.1604031952,KDE,7,25
11026,0.1608129771,Bayesian,7,25
11027,0.019913381,Bagging,7,50
11028,0.0318663545,MLE,7,50
11029,0.0343367884,SAA,7,50
11030,0.0396845171,KDE,7,50
11031,0.0508036563,Bayesian,7,50
11032,0.1778684257,Bagging,7,10
11033,0.22090832219999998,MLE,7,10
11034,0.1873746919,SAA,7,10
11035,0.1875426078,KDE,7,10
11036,0.18604196809999998,Bayesian,7,10
11037,0.0353562791,Bagging,7,25
11038,0.0567996687,MLE,7,25
11039,0.0448777853,SAA,7,25
11040,0.0491263935,KDE,7,25
11041,0.0375780882,Bayesian,7,25
11042,0.1659231369,Bagging,7,50
11043,0.16592069380000002,MLE,7,50
11044,0.1755549207,SAA,7,50
11045,0.1747048078,KDE,7,50
11046,0.1530854898,Bayesian,7,50
11047,0.2612228855,Bagging,7,10
11048,0.26864494780000003,MLE,7,10
11049,0.27114056420000004,SAA,7,10
11050,0.270271124,KDE,7,10
11051,0.2618924348,Bayesian,7,10
11052,-0.43448694950000005,Bagging,7,25
11053,-0.2520472066,MLE,7,25
11054,-0.31926211379999997,SAA,7,25
11055,-0.3307133999,KDE,7,25
11056,-0.2714843721,Bayesian,7,25
11057,0.0320877886,Bagging,7,50
11058,-0.0327339617,MLE,7,50
11059,0.0290187775,SAA,7,50
11060,0.030798628199999997,KDE,7,50
11061,0.0179831568,Bayesian,7,50
11062,-0.24293975550000002,Bagging,7,10
11063,-0.0207199898,MLE,7,10
11064,-0.18748013670000002,SAA,7,10
11065,-0.18898225219999998,KDE,7,10
11066,-0.1500486164,Bayesian,7,10
11067,-0.0766174069,Bagging,7,25
11068,0.021857436400000003,MLE,7,25
11069,-0.022810891,SAA,7,25
11070,-0.02487578,KDE,7,25
11071,-0.0268679646,Bayesian,7,25
11072,0.1766257182,Bagging,7,50
11073,0.1851417348,MLE,7,50
11074,0.1836392477,SAA,7,50
11075,0.18310210289999998,KDE,7,50
11076,0.19366441399999998,Bayesian,7,50
11077,-0.2012188426,Bagging,7,10
11078,0.022054497599999997,MLE,7,10
11079,-0.0868264063,SAA,7,10
11080,-0.0624989145,KDE,7,10
11081,-0.06875447679999999,Bayesian,7,10
11082,0.0816018273,Bagging,7,25
11083,0.1376340247,MLE,7,25
11084,0.1173202924,SAA,7,25
11085,0.1153536443,KDE,7,25
11086,0.1219283459,Bayesian,7,25
11087,0.0345186075,Bagging,7,50
11088,0.0164862345,MLE,7,50
11089,0.054389652999999996,SAA,7,50
11090,0.0481512718,KDE,7,50
11091,0.0390724048,Bayesian,7,50
11092,0.0100833137,Bagging,7,10
11093,0.0880827387,MLE,7,10
11094,0.07904939700000001,SAA,7,10
11095,0.0806185365,KDE,7,10
11096,0.0641558546,Bayesian,7,10
11097,-0.520211098,Bagging,7,25
11098,-0.4139643242,MLE,7,25
11099,-0.4435658435,SAA,7,25
11100,-0.4259754704,KDE,7,25
11101,-0.3889599197,Bayesian,7,25
11102,0.0459319263,Bagging,7,50
11103,0.1482358211,MLE,7,50
11104,0.060076637300000006,SAA,7,50
11105,0.0672156148,KDE,7,50
11106,0.083230673,Bayesian,7,50
11107,-1917664.30253787,Bagging,7,10
11108,-0.3704932016,MLE,7,10
11109,-0.23589026329999999,SAA,7,10
11110,-0.2325318293,KDE,7,10
11111,-0.200054092,Bayesian,7,10
11112,-0.054988317099999996,Bagging,7,25
11113,-0.00042139069999999997,MLE,7,25
11114,-0.0278148596,SAA,7,25
11115,-0.0258757404,KDE,7,25
11116,-0.075470327,Bayesian,7,25
11117,-0.0656831579,Bagging,7,50
11118,-0.0621656943,MLE,7,50
11119,-0.061350915,SAA,7,50
11120,-0.06545621110000001,KDE,7,50
11121,-0.08990221080000001,Bayesian,7,50
11122,0.08594360449999999,Bagging,7,10
11123,0.1080752059,MLE,7,10
11124,0.1041300135,SAA,7,10
11125,0.10733628619999999,KDE,7,10
11126,0.06833453769999999,Bayesian,7,10
11127,-0.1177517208,Bagging,7,25
11128,-0.0907292379,MLE,7,25
11129,-0.0927289568,SAA,7,25
11130,-0.0805293939,KDE,7,25
11131,-0.11706693929999999,Bayesian,7,25
11132,0.0162212592,Bagging,7,50
11133,0.0602358012,MLE,7,50
11134,0.0258999275,SAA,7,50
11135,0.0190521708,KDE,7,50
11136,0.0221101154,Bayesian,7,50
11137,0.0311283899,Bagging,7,10
11138,0.11774814759999999,MLE,7,10
11139,0.07277768429999999,SAA,7,10
11140,0.07522346120000001,KDE,7,10
11141,0.0696449279,Bayesian,7,10
11142,-0.5256901809000001,Bagging,7,25
11143,-0.6910218943,MLE,7,25
11144,-0.4186795385,SAA,7,25
11145,-0.4215099714,KDE,7,25
11146,-0.37618722990000003,Bayesian,7,25
11147,0.0610358099,Bagging,7,50
11148,0.14672353289999998,MLE,7,50
11149,0.07277151400000001,SAA,7,50
11150,0.0737042293,KDE,7,50
11151,0.061989785,Bayesian,7,50
11152,0.0273687338,Bagging,7,10
11153,0.16804711719999998,MLE,7,10
11154,0.07304999549999999,SAA,7,10
11155,0.0758703213,KDE,7,10
11156,0.0405659871,Bayesian,7,10
11157,-0.0829464069,Bagging,7,25
11158,0.0226695969,MLE,7,25
11159,-0.028070605800000002,SAA,7,25
11160,-0.0409967994,KDE,7,25
11161,-0.0289159128,Bayesian,7,25
11162,-0.1444908153,Bagging,7,50
11163,-0.0688554844,MLE,7,50
11164,-0.1252435036,SAA,7,50
11165,-0.1294179354,KDE,7,50
11166,-0.1569249027,Bayesian,7,50
11167,-0.0007890992,Bagging,7,10
11168,0.132588821,MLE,7,10
11169,0.0893621031,SAA,7,10
11170,0.08995001,KDE,7,10
11171,0.1359542209,Bayesian,7,10
11172,-0.0088734638,Bagging,7,25
11173,-0.2280321648,MLE,7,25
11174,0.0103389628,SAA,7,25
11175,0.012846765100000001,KDE,7,25
11176,0.0054131493000000004,Bayesian,7,25
11177,0.0471799883,Bagging,7,50
11178,0.058346711600000004,MLE,7,50
11179,0.056712037800000004,SAA,7,50
11180,0.0570489017,KDE,7,50
11181,0.08266582480000001,Bayesian,7,50
11182,0.1628463267,Bagging,7,10
11183,0.2396538018,MLE,7,10
11184,0.18335252579999997,SAA,7,10
11185,0.1818073972,KDE,7,10
11186,0.16822737570000001,Bayesian,7,10
11187,0.11507421970000001,Bagging,7,25
11188,0.312371438,MLE,7,25
11189,0.1464632113,SAA,7,25
11190,0.1475739497,KDE,7,25
11191,0.17036243620000002,Bayesian,7,25
11192,-0.20344418050000002,Bagging,7,50
11193,-0.2875539625,MLE,7,50
11194,-0.17678019879999998,SAA,7,50
11195,-0.1844357099,KDE,7,50
11196,-0.11103380210000001,Bayesian,7,50
11197,-28241.9785583033,Bagging,7,10
11198,-2.0532180980000003,MLE,7,10
11199,-0.1834892543,SAA,7,10
11200,-0.19969747149999997,KDE,7,10
11201,-0.1875722195,Bayesian,7,10
11202,-0.1878215732,Bagging,7,25
11203,-0.1269713422,MLE,7,25
11204,-0.1500565041,SAA,7,25
11205,-0.157911036,KDE,7,25
11206,-0.1506054895,Bayesian,7,25
11207,-0.2874798152,Bagging,7,50
11208,-0.24848649539999998,MLE,7,50
11209,-0.2767901723,SAA,7,50
11210,-0.2624533843,KDE,7,50
11211,-0.2090422948,Bayesian,7,50
11212,0.22200304510000002,Bagging,7,10
11213,0.2097596377,MLE,7,10
11214,0.22414655379999998,SAA,7,10
11215,0.22553590760000003,KDE,7,10
11216,0.1989190477,Bayesian,7,10
11217,-0.0205569881,Bagging,7,25
11218,-0.0074577228,MLE,7,25
11219,-0.0153841542,SAA,7,25
11220,-0.0114546449,KDE,7,25
11221,-0.0290514994,Bayesian,7,25
11222,0.0882666575,Bagging,7,50
11223,0.0803850437,MLE,7,50
11224,0.0933437141,SAA,7,50
11225,0.09109355289999999,KDE,7,50
11226,0.105291245,Bayesian,7,50
11227,-0.0341395588,Bagging,7,10
11228,-0.026792347799999998,MLE,7,10
11229,0.011216650600000001,SAA,7,10
11230,0.0102060633,KDE,7,10
11231,0.0097981315,Bayesian,7,10
11232,-0.0812790224,Bagging,7,25
11233,-0.0416434959,MLE,7,25
11234,-0.0416483363,SAA,7,25
11235,-0.0378942063,KDE,7,25
11236,-0.0499537177,Bayesian,7,25
11237,0.0362074429,Bagging,7,50
11238,0.0322909078,MLE,7,50
11239,0.044726947,SAA,7,50
11240,0.0522526238,KDE,7,50
11241,0.0568889229,Bayesian,7,50
11242,-1807466.19571171,Bagging,7,10
11243,-0.0643150754,MLE,7,10
11244,-0.3128914767,SAA,7,10
11245,-0.3062286079,KDE,7,10
11246,-0.3179090496,Bayesian,7,10
11247,-0.3520953201,Bagging,7,25
11248,-0.580935173,MLE,7,25
11249,-0.29735685300000003,SAA,7,25
11250,-0.3071632012,KDE,7,25
11251,-0.2637758999,Bayesian,7,25
11252,-0.0462989125,Bagging,7,50
11253,-0.0530061895,MLE,7,50
11254,-0.0296496505,SAA,7,50
11255,-0.0291683482,KDE,7,50
11256,-0.0335417939,Bayesian,7,50
11257,-112967.599178034,Bagging,7,10
11258,-0.30611351649999996,MLE,7,10
11259,-0.6330764989,SAA,7,10
11260,-0.6363509866,KDE,7,10
11261,-0.692185365,Bayesian,7,10
11262,0.0471196754,Bagging,7,25
11263,0.0816207598,MLE,7,25
11264,0.0672585404,SAA,7,25
11265,0.0630199538,KDE,7,25
11266,0.0668420217,Bayesian,7,25
11267,-0.0739538523,Bagging,7,50
11268,-0.1507248381,MLE,7,50
11269,-0.0560393662,SAA,7,50
11270,-0.0568356109,KDE,7,50
11271,-0.053292378200000004,Bayesian,7,50
11272,0.1286314433,Bagging,7,10
11273,0.18718949010000002,MLE,7,10
11274,0.1584811048,SAA,7,10
11275,0.15931131210000002,KDE,7,10
11276,0.1537252352,Bayesian,7,10
11277,-0.17782801420000002,Bagging,7,25
11278,-0.4255305708,MLE,7,25
11279,-0.11220853800000001,SAA,7,25
11280,-0.11067931660000001,KDE,7,25
11281,-0.0594328591,Bayesian,7,25
11282,-0.043011216799999995,Bagging,7,50
11283,-0.0253296246,MLE,7,50
11284,-0.024246599599999998,SAA,7,50
11285,-0.0279793665,KDE,7,50
11286,-0.0609211942,Bayesian,7,50
11287,-451866.81947100797,Bagging,7,10
11288,0.052094275,MLE,7,10
11289,-0.210848187,SAA,7,10
11290,-0.22625375949999998,KDE,7,10
11291,-0.13464351130000002,Bayesian,7,10
11292,-0.0202984987,Bagging,7,25
11293,0.1033676769,MLE,7,25
11294,0.012876593300000001,SAA,7,25
11295,0.015457583799999999,KDE,7,25
11296,0.013476503600000002,Bayesian,7,25
11297,0.005529549399999999,Bagging,7,50
11298,0.0384614035,MLE,7,50
11299,0.0236368848,SAA,7,50
11300,0.0153377136,KDE,7,50
11301,0.0404939994,Bayesian,7,50
11302,-903733.761645525,Bagging,7,10
11303,-0.5782811102000001,MLE,7,10
11304,-0.5561969824,SAA,7,10
11305,-0.5519698021,KDE,7,10
11306,-0.47861078729999995,Bayesian,7,10
11307,0.2226916375,Bagging,7,25
11308,0.16064059279999998,MLE,7,25
11309,0.2320261722,SAA,7,25
11310,0.23138092940000002,KDE,7,25
11311,0.2278941202,Bayesian,7,25
11312,-0.016667930900000003,Bagging,7,50
11313,-0.0077704377000000005,MLE,7,50
11314,-0.0010791608999999999,SAA,7,50
11315,-0.0090788513,KDE,7,50
11316,-0.024549232,Bayesian,7,50
11317,-2259318.23813833,Bagging,7,10
11318,-0.0039562069,MLE,7,10
11319,-0.2550895472,SAA,7,10
11320,-0.2560309425,KDE,7,10
11321,-0.3246999967,Bayesian,7,10
11322,-0.0661362695,Bagging,7,25
11323,-0.1341311693,MLE,7,25
11324,-0.024314240299999998,SAA,7,25
11325,-0.0355276504,KDE,7,25
11326,-0.0055894929000000005,Bayesian,7,25
11327,-0.0281644731,Bagging,7,50
11328,0.0161590596,MLE,7,50
11329,-0.0260292255,SAA,7,50
11330,-0.021845733500000002,KDE,7,50
11331,-0.0069563346,Bayesian,7,50
11332,0.1051179264,Bagging,7,10
11333,0.1735150331,MLE,7,10
11334,0.138173126,SAA,7,10
11335,0.13570813869999998,KDE,7,10
11336,0.104225568,Bayesian,7,10
11337,-0.25145159289999996,Bagging,7,25
11338,-0.22920401510000002,MLE,7,25
11339,-0.170504442,SAA,7,25
11340,-0.18802200289999998,KDE,7,25
11341,-0.1617374887,Bayesian,7,25
11342,-0.1424087061,Bagging,7,50
11343,-0.1597774813,MLE,7,50
11344,-0.13115903939999998,SAA,7,50
11345,-0.12499601619999999,KDE,7,50
11346,-0.1758895795,Bayesian,7,50
11347,-0.2729153126,Bagging,7,10
11348,-0.9827940909,MLE,7,10
11349,-0.13783537740000001,SAA,7,10
11350,-0.1371080359,KDE,7,10
11351,-0.1110383174,Bayesian,7,10
11352,-0.1476670942,Bagging,7,25
11353,-0.0377511539,MLE,7,25
11354,-0.1209714819,SAA,7,25
11355,-0.10550631939999999,KDE,7,25
11356,-0.1855787357,Bayesian,7,25
11357,-0.21433532149999998,Bagging,7,50
11358,-0.1922995024,MLE,7,50
11359,-0.1775804598,SAA,7,50
11360,-0.1783345996,KDE,7,50
11361,-0.2102538191,Bayesian,7,50
11362,0.2443632354,Bagging,7,10
11363,0.28064493949999997,MLE,7,10
11364,0.25808374149999996,SAA,7,10
11365,0.2563793337,KDE,7,10
11366,0.25531731760000004,Bayesian,7,10
11367,-0.0347335015,Bagging,7,25
11368,0.0731365425,MLE,7,25
11369,-0.0022040284,SAA,7,25
11370,-0.0055123905,KDE,7,25
11371,0.0398725489,Bayesian,7,25
11372,0.11761952449999999,Bagging,7,50
11373,0.0706184757,MLE,7,50
11374,0.1189893823,SAA,7,50
11375,0.1236456701,KDE,7,50
11376,0.12188738630000001,Bayesian,7,50
11377,-0.9069501333,Bagging,7,10
11378,-0.8554521285,MLE,7,10
11379,-0.6012253417,SAA,7,10
11380,-0.594300188,KDE,7,10
11381,-0.6481283454,Bayesian,7,10
11382,-0.0701322672,Bagging,7,25
11383,-0.07662421629999999,MLE,7,25
11384,-0.044635544699999995,SAA,7,25
11385,-0.0463088834,KDE,7,25
11386,-0.0026231964,Bayesian,7,25
11387,0.012793369099999998,Bagging,7,50
11388,0.0166472803,MLE,7,50
11389,0.0271509003,SAA,7,50
11390,0.0231146084,KDE,7,50
11391,0.0164222996,Bayesian,7,50
11392,-0.3624976276,Bagging,7,10
11393,-0.2197886884,MLE,7,10
11394,-0.20954701,SAA,7,10
11395,-0.22472544079999998,KDE,7,10
11396,-0.1516462184,Bayesian,7,10
11397,0.1636425835,Bagging,7,25
11398,0.2048653657,MLE,7,25
11399,0.18127356670000003,SAA,7,25
11400,0.1788962819,KDE,7,25
11401,0.1671183834,Bayesian,7,25
11402,0.0612610025,Bagging,7,50
11403,0.0843529056,MLE,7,50
11404,0.0656797292,SAA,7,50
11405,0.0713311328,KDE,7,50
11406,0.0662240368,Bayesian,7,50
11407,-10844800.3001189,Bagging,7,10
11408,-0.4334008407,MLE,7,10
11409,-0.8928991437,SAA,7,10
11410,-0.9276713469,KDE,7,10
11411,-1.0544730154000002,Bayesian,7,10
11412,0.0634040047,Bagging,7,25
11413,0.056170763,MLE,7,25
11414,0.0837266786,SAA,7,25
11415,0.0772370364,KDE,7,25
11416,0.08319072599999999,Bayesian,7,25
11417,-0.1534070911,Bagging,7,50
11418,-0.2706673584,MLE,7,50
11419,-0.13054136189999999,SAA,7,50
11420,-0.1305727083,KDE,7,50
11421,-0.1613850501,Bayesian,7,50
11422,0.1020968708,Bagging,7,10
11423,0.0924637508,MLE,7,10
11424,0.1320651676,SAA,7,10
11425,0.12428726720000001,KDE,7,10
11426,0.1309171603,Bayesian,7,10
11427,0.0174451442,Bagging,7,25
11428,0.1507561775,MLE,7,25
11429,0.0355247263,SAA,7,25
11430,0.043992229400000006,KDE,7,25
11431,0.0261973855,Bayesian,7,25
11432,-0.053969471500000005,Bagging,7,50
11433,-0.0442366071,MLE,7,50
11434,-0.038102634100000005,SAA,7,50
11435,-0.0368574586,KDE,7,50
11436,-0.067628754,Bayesian,7,50
11437,0.0620355511,Bagging,7,10
11438,0.1675456495,MLE,7,10
11439,0.09729616699999999,SAA,7,10
11440,0.0884288857,KDE,7,10
11441,0.060144413499999994,Bayesian,7,10
11442,-0.0403162787,Bagging,7,25
11443,-0.113926316,MLE,7,25
11444,-0.0063919114,SAA,7,25
11445,0.0009263965,KDE,7,25
11446,-0.0290028448,Bayesian,7,25
11447,-0.0603278471,Bagging,7,50
11448,-0.0573138154,MLE,7,50
11449,-0.056995801900000004,SAA,7,50
11450,-0.0627699107,KDE,7,50
11451,-0.048263049100000004,Bayesian,7,50
11452,-0.7298258233,Bagging,7,10
11453,-0.5515155328,MLE,7,10
11454,-0.5801457729999999,SAA,7,10
11455,-0.5667239695,KDE,7,10
11456,-0.46046361770000005,Bayesian,7,10
11457,0.09865116480000001,Bagging,7,25
11458,-0.013363067099999999,MLE,7,25
11459,0.1164748488,SAA,7,25
11460,0.1121382661,KDE,7,25
11461,0.1267718933,Bayesian,7,25
11462,-0.0348255001,Bagging,7,50
11463,-0.036414329599999996,MLE,7,50
11464,-0.0242806827,SAA,7,50
11465,-0.035962154100000004,KDE,7,50
11466,-0.025593368199999997,Bayesian,7,50
11467,-0.24525233940000002,Bagging,7,10
11468,-0.0247355886,MLE,7,10
11469,-0.0764465168,SAA,7,10
11470,-0.0807853292,KDE,7,10
11471,-0.0389902398,Bayesian,7,10
11472,0.041282495,Bagging,7,25
11473,0.070284685,MLE,7,25
11474,0.05864156190000001,SAA,7,25
11475,0.054680179599999996,KDE,7,25
11476,0.0973819806,Bayesian,7,25
11477,-0.0375326377,Bagging,7,50
11478,-0.0372712777,MLE,7,50
11479,-0.024493888,SAA,7,50
11480,-0.016100691,KDE,7,50
11481,-0.0343818757,Bayesian,7,50
11482,-0.266341433,Bagging,7,10
11483,-0.07242457,MLE,7,10
11484,-0.1851369808,SAA,7,10
11485,-0.17868420510000002,KDE,7,10
11486,-0.1484164781,Bayesian,7,10
11487,-0.08783980359999999,Bagging,7,25
11488,-0.0609644258,MLE,7,25
11489,-0.0803410282,SAA,7,25
11490,-0.0845748876,KDE,7,25
11491,-0.0798407258,Bayesian,7,25
11492,-0.0389851111,Bagging,7,50
11493,-0.0180165156,MLE,7,50
11494,-0.0313824191,SAA,7,50
11495,-0.030148115,KDE,7,50
11496,-0.0290743933,Bayesian,7,50
11497,0.11648367220000001,Bagging,7,10
11498,0.2585294442,MLE,7,10
11499,0.1262942789,SAA,7,10
11500,0.12747264449999998,KDE,7,10
11501,0.13812473179999998,Bayesian,7,10
11502,0.10073781289999999,Bagging,7,25
11503,0.1063847172,MLE,7,25
11504,0.10876535119999999,SAA,7,25
11505,0.1071693176,KDE,7,25
11506,0.1137690274,Bayesian,7,25
11507,0.0395405535,Bagging,7,50
11508,0.1037471866,MLE,7,50
11509,0.0678606224,SAA,7,50
11510,0.0728360272,KDE,7,50
11511,0.0609482946,Bayesian,7,50
11512,-451866.581065105,Bagging,7,10
11513,-0.04424461650000001,MLE,7,10
11514,-0.103608159,SAA,7,10
11515,-0.0920646781,KDE,7,10
11516,-0.187839268,Bayesian,7,10
11517,0.0035189735999999997,Bagging,7,25
11518,0.1155990242,MLE,7,25
11519,0.0191466068,SAA,7,25
11520,0.0218713984,KDE,7,25
11521,-0.0293548096,Bayesian,7,25
11522,-0.059690909,Bagging,7,50
11523,-0.2193224726,MLE,7,50
11524,-0.0632777791,SAA,7,50
11525,-0.058965945199999995,KDE,7,50
11526,-0.08549872060000001,Bayesian,7,50
11527,0.10167039470000001,Bagging,7,10
11528,0.14132327050000001,MLE,7,10
11529,0.15974715109999998,SAA,7,10
11530,0.1587211788,KDE,7,10
11531,0.14519255050000002,Bayesian,7,10
11532,-0.0392546413,Bagging,7,25
11533,0.0655193609,MLE,7,25
11534,0.00043298230000000004,SAA,7,25
11535,-0.0013042648,KDE,7,25
11536,-0.0209529811,Bayesian,7,25
11537,-0.0258115049,Bagging,7,50
11538,-0.0239259424,MLE,7,50
11539,-0.0135426447,SAA,7,50
11540,-0.0197378952,KDE,7,50
11541,-0.028039500800000002,Bayesian,7,50
11542,0.1842500611,Bagging,7,10
11543,0.3175083044,MLE,7,10
11544,0.20860915989999998,SAA,7,10
11545,0.2077897435,KDE,7,10
11546,0.19146787199999998,Bayesian,7,10
11547,0.0494425502,Bagging,7,25
11548,0.1249523466,MLE,7,25
11549,0.0612195238,SAA,7,25
11550,0.0573840093,KDE,7,25
11551,0.0124906684,Bayesian,7,25
11552,0.0748738105,Bagging,7,50
11553,0.0783570009,MLE,7,50
11554,0.0840219562,SAA,7,50
11555,0.0825266615,KDE,7,50
11556,0.057083580300000006,Bayesian,7,50
11557,-0.277718056,Bagging,7,10
11558,0.0492089578,MLE,7,10
11559,-0.17075746390000002,SAA,7,10
11560,-0.1632396456,KDE,7,10
11561,-0.1652039376,Bayesian,7,10
11562,0.0086063072,Bagging,7,25
11563,0.129684391,MLE,7,25
11564,0.0330914975,SAA,7,25
11565,0.0250345689,KDE,7,25
11566,0.0039972773,Bayesian,7,25
11567,0.055619563399999995,Bagging,7,50
11568,0.0378340485,MLE,7,50
11569,0.065713972,SAA,7,50
11570,0.0661881128,KDE,7,50
